Class,DEM,NDVI,NDWI,SAVI,VALUE,blue,green,.geo
Urban,18,0.241983607,-0.331081469,0.145366621,5,0.085861765,0.103654183,"{""type"":""Point"",""coordinates"":[105.4890160487839,21.255839102012168]}"
Urban,18,0.396609245,-0.395283735,0.235562055,5,0.073407739,0.095986479,"{""type"":""Point"",""coordinates"":[105.48872174811437,21.255567096847905]}"
Urban,18,0.404229019,-0.369200635,0.247503054,5,0.077616745,0.104983427,"{""type"":""Point"",""coordinates"":[105.48901158968283,21.255567096847905]}"
Urban,18,0.412111971,-0.380360193,0.246208634,5,0.071584593,0.09537474,"{""type"":""Point"",""coordinates"":[105.48901158968283,21.255295091683646]}"
Urban,14,0.437877531,-0.428343257,0.262781586,5,0.068806194,0.091993012,"{""type"":""Point"",""coordinates"":[105.48785222340895,21.253943984064453]}"
Urban,17,0.465735538,-0.366114597,0.281611416,5,0.07814496,0.092162218,"{""type"":""Point"",""coordinates"":[105.58494023064563,21.23791351577731]}"
Urban,16,0.378022058,-0.397702819,0.215862109,5,0.07262578,0.088595875,"{""type"":""Point"",""coordinates"":[105.58349102280324,21.237645969714105]}"
Urban,18,0.486646541,-0.418245779,0.28255225,5,0.069827529,0.082986833,"{""type"":""Point"",""coordinates"":[105.58378086437172,21.237645969714105]}"
Urban,17,0.41950854,-0.395125695,0.25608558,5,0.078522148,0.096281653,"{""type"":""Point"",""coordinates"":[105.58494023064563,21.237641510613052]}"
Urban,16,0.379618416,-0.40241664,0.229404929,5,0.081632258,0.097437484,"{""type"":""Point"",""coordinates"":[105.58522561311302,21.237641510613052]}"
Urban,17,0.464890628,-0.437001601,0.275127667,5,0.072880212,0.086693547,"{""type"":""Point"",""coordinates"":[105.58291579876736,21.237378423650895]}"
Urban,17,0.471775657,-0.414257651,0.272699565,5,0.069945236,0.085102499,"{""type"":""Point"",""coordinates"":[105.58320118123476,21.237378423650895]}"
Urban,17,0.381930042,-0.418197601,0.221634527,5,0.072399073,0.08897261,"{""type"":""Point"",""coordinates"":[105.58349102280324,21.237378423650895]}"
Urban,19,0.436926393,-0.423080756,0.24075912,5,0.068400391,0.08125081,"{""type"":""Point"",""coordinates"":[105.58320118123477,21.237106418486636]}"
Urban,16,0.487985824,-0.420810607,0.307648482,5,0.072240196,0.092519372,"{""type"":""Point"",""coordinates"":[105.58522561311302,21.237097500284534]}"
Urban,15,0.518881158,-0.386733554,0.351760989,5,0.072943054,0.098998609,"{""type"":""Point"",""coordinates"":[105.58551545468153,21.237097500284534]}"
Urban,15,0.518882915,-0.386732039,0.351764921,5,0.072944191,0.099000004,"{""type"":""Point"",""coordinates"":[105.58580529625,21.237097500284534]}"
Urban,17,0.449292124,-0.437918278,0.260528698,5,0.067996378,0.084890565,"{""type"":""Point"",""coordinates"":[105.58522561311302,21.236829954221324]}"
Urban,17,0.567922683,-0.410595495,0.360501464,5,0.066086399,0.085016538,"{""type"":""Point"",""coordinates"":[105.58551545468153,21.236825495120268]}"
Urban,17,0.567924234,-0.410593675,0.3605054,5,0.06608738,0.085017738,"{""type"":""Point"",""coordinates"":[105.58580083714894,21.236825495120268]}"
Urban,19,0.433780108,-0.403118444,0.252125262,5,0.077845721,0.088956481,"{""type"":""Point"",""coordinates"":[105.58435608840762,21.236562408158115]}"
Urban,18,0.529351341,-0.400602236,0.341040924,5,0.074642885,0.091563651,"{""type"":""Point"",""coordinates"":[105.58464592997608,21.236557949057065]}"
Urban,17,0.488651114,-0.433161249,0.299717264,5,0.071266817,0.086335833,"{""type"":""Point"",""coordinates"":[105.58493577154458,21.236557949057065]}"
Urban,17,0.416884315,-0.441530761,0.247715161,5,0.078876106,0.088333289,"{""type"":""Point"",""coordinates"":[105.58348656370221,21.236290402993863]}"
Urban,18,0.394123349,-0.400880722,0.231769411,5,0.074049253,0.092308891,"{""type"":""Point"",""coordinates"":[105.58464592997608,21.236290402993863]}"
Urban,17,0.487009598,-0.394461925,0.292183907,5,0.067972824,0.087777561,"{""type"":""Point"",""coordinates"":[105.58493131244353,21.2362859438928]}"
Urban,17,0.48166789,-0.38996024,0.298083656,5,0.070582868,0.090372067,"{""type"":""Point"",""coordinates"":[105.58522115401199,21.2362859438928]}"
Urban,18,0.491509292,-0.42199974,0.314395523,5,0.073313409,0.092977556,"{""type"":""Point"",""coordinates"":[105.58551099558048,21.2362859438928]}"
Urban,18,0.491511033,-0.421997803,0.314399162,5,0.073314469,0.092978964,"{""type"":""Point"",""coordinates"":[105.58580083714894,21.236285943892796]}"
Urban,17,0.458819909,-0.421808982,0.267339589,5,0.064859189,0.079570575,"{""type"":""Point"",""coordinates"":[105.54168249132616,21.10930858229488]}"
Urban,17,0.424403559,-0.408430589,0.262622787,5,0.080222022,0.091801178,"{""type"":""Point"",""coordinates"":[105.54197233289462,21.109304123193827]}"
Urban,16,0.409812698,-0.397516632,0.253517132,5,0.080234112,0.096977692,"{""type"":""Point"",""coordinates"":[105.54226217446309,21.109304123193827]}"
Urban,14,0.433540441,-0.438105914,0.245232089,5,0.066678306,0.080596851,"{""type"":""Point"",""coordinates"":[105.54081742572178,21.109036577130613]}"
Urban,15,0.480238114,-0.430715475,0.288483611,5,0.064611232,0.085071868,"{""type"":""Point"",""coordinates"":[105.5411028081892,21.10903657713062]}"
Urban,16,0.483312972,-0.421370029,0.295524585,5,0.064871607,0.088527813,"{""type"":""Point"",""coordinates"":[105.54139264975767,21.10903657713062]}"
Urban,17,0.472009861,-0.429056987,0.289662569,5,0.064803389,0.087866768,"{""type"":""Point"",""coordinates"":[105.54168249132616,21.109036577130617]}"
Urban,17,0.424595691,-0.43787106,0.263785578,5,0.074201595,0.090462753,"{""type"":""Point"",""coordinates"":[105.54197233289462,21.109036577130617]}"
Urban,14,0.403015731,-0.44376026,0.241696458,5,0.070334577,0.089161685,"{""type"":""Point"",""coordinates"":[105.5411028081892,21.108764571966358]}"
Urban,15,0.462041829,-0.445434598,0.287554043,5,0.068885448,0.088837187,"{""type"":""Point"",""coordinates"":[105.54139264975767,21.108764571966358]}"
Urban,16,0.446603419,-0.431876569,0.272674494,5,0.070040411,0.090459829,"{""type"":""Point"",""coordinates"":[105.54168249132616,21.108764571966358]}"
Urban,16,0.43030189,-0.438390223,0.254774565,5,0.069129109,0.087967538,"{""type"":""Point"",""coordinates"":[105.54196787379357,21.108764571966354]}"
Urban,16,0.453007002,-0.454332588,0.275369925,5,0.067908181,0.087179838,"{""type"":""Point"",""coordinates"":[105.54225771536204,21.10876457196636]}"
Urban,14,0.390395993,-0.415677122,0.237221762,5,0.074871035,0.096722195,"{""type"":""Point"",""coordinates"":[105.54139264975767,21.1084925668021]}"
Urban,15,0.441447654,-0.407932249,0.2707078,5,0.074279425,0.095488437,"{""type"":""Point"",""coordinates"":[105.54167803222511,21.1084925668021]}"
Urban,15,0.38035695,-0.391202554,0.229302642,5,0.076484337,0.096639049,"{""type"":""Point"",""coordinates"":[105.54196787379357,21.1084925668021]}"
Urban,16,0.465860624,-0.428212304,0.275400192,5,0.065660409,0.084307872,"{""type"":""Point"",""coordinates"":[105.54225771536204,21.1084925668021]}"
Urban,15,0.373207753,-0.42757612,0.223570871,5,0.069973227,0.088738312,"{""type"":""Point"",""coordinates"":[105.54254755693051,21.108492566802095]}"
Urban,15,0.475275329,-0.414388616,0.295354935,5,0.070992285,0.093226149,"{""type"":""Point"",""coordinates"":[105.54138819065662,21.108225020738896]}"
Urban,15,0.48614317,-0.374819708,0.301406338,5,0.064261661,0.092396925,"{""type"":""Point"",""coordinates"":[105.54167803222511,21.108220561637843]}"
Urban,15,0.411090349,-0.322588956,0.242693935,5,0.075186866,0.102707122,"{""type"":""Point"",""coordinates"":[105.54196787379357,21.108220561637843]}"
Urban,15,0.408417677,-0.415670384,0.239415173,5,0.071386826,0.091633088,"{""type"":""Point"",""coordinates"":[105.54225771536204,21.108220561637843]}"
Urban,14,0.407383126,-0.435766933,0.246387282,5,0.066048002,0.0894547,"{""type"":""Point"",""coordinates"":[105.54254755693051,21.10822056163784]}"
Urban,13,0.452511673,-0.391331617,0.264627166,5,0.073809091,0.090618489,"{""type"":""Point"",""coordinates"":[105.6165686344177,21.056468234811547]}"
Urban,13,0.501259057,-0.434385979,0.301738568,5,0.066500269,0.084551636,"{""type"":""Point"",""coordinates"":[105.61685847598618,21.056463775710487]}"
Urban,13,0.448297491,-0.405238428,0.245654306,5,0.065516692,0.08524051,"{""type"":""Point"",""coordinates"":[105.6165686344177,21.056196229647284]}"
Urban,13,0.49816071,-0.376331658,0.300726954,5,0.067999296,0.088779502,"{""type"":""Point"",""coordinates"":[105.61685401688514,21.056196229647284]}"
Urban,12,0.375194487,-0.34857479,0.222891261,5,0.072443824,0.099211364,"{""type"":""Point"",""coordinates"":[105.61800892405799,21.055919765381972]}"
Urban,13,0.327983409,-0.378362464,0.176788101,5,0.069139599,0.083107793,"{""type"":""Point"",""coordinates"":[105.61656417531667,21.05565221931876]}"
Urban,13,0.362539801,-0.383524848,0.215033099,5,0.084144624,0.098609563,"{""type"":""Point"",""coordinates"":[105.6177190824895,21.055647760217713]}"
Urban,13,0.363881069,-0.370197605,0.218346906,5,0.084646196,0.104417577,"{""type"":""Point"",""coordinates"":[105.61800892405797,21.055647760217713]}"
Urban,12,0.455635444,-0.445116811,0.27462992,5,0.06829881,0.085717894,"{""type"":""Point"",""coordinates"":[105.67488921709572,21.054617707874364]}"
Urban,12,0.51016797,-0.425754886,0.307807142,5,0.063117021,0.083546777,"{""type"":""Point"",""coordinates"":[105.67488475799468,21.054345702710105]}"
Urban,12,0.524871259,-0.394648521,0.301758523,5,0.056229841,0.076930191,"{""type"":""Point"",""coordinates"":[105.67517459956314,21.054345702710105]}"
Urban,12,0.408831574,-0.411549216,0.233408247,5,0.06432283,0.082927699,"{""type"":""Point"",""coordinates"":[105.67517459956314,21.054073697545842]}"
Urban,13,0.467228232,-0.439868372,0.279937643,5,0.061527996,0.082825354,"{""type"":""Point"",""coordinates"":[105.67546444113164,21.054073697545842]}"
Urban,13,0.45084883,-0.408983466,0.281308244,5,0.068248203,0.092029344,"{""type"":""Point"",""coordinates"":[105.67574982359903,21.054073697545842]}"
Urban,16,0.46170007,-0.446625491,0.274116953,5,0.065818513,0.083968662,"{""type"":""Point"",""coordinates"":[105.67690473077188,21.053525228116268]}"
Urban,14,0.413618249,-0.405477141,0.238805544,5,0.064265465,0.087797058,"{""type"":""Point"",""coordinates"":[105.67719457234035,21.05352522811627]}"
Urban,15,0.554356072,-0.405342748,0.322109768,5,0.060591744,0.079416864,"{""type"":""Point"",""coordinates"":[105.67632504763495,21.05325768205307]}"
Urban,16,0.554358281,-0.40534199,0.322113907,5,0.060592543,0.079417876,"{""type"":""Point"",""coordinates"":[105.67661488920342,21.05325768205307]}"
Urban,16,0.437922677,-0.447907944,0.249041766,5,0.061942167,0.080763218,"{""type"":""Point"",""coordinates"":[105.67690473077188,21.053253222952012]}"
Urban,13,0.413403742,-0.428813321,0.237799696,5,0.066822932,0.085719195,"{""type"":""Point"",""coordinates"":[105.67459045732518,21.052994595090915]}"
Urban,14,0.379558575,-0.373114201,0.22515537,5,0.070998705,0.089756742,"{""type"":""Point"",""coordinates"":[105.67603520606647,21.052985676888806]}"
Urban,15,0.48786496,-0.394127181,0.290448806,5,0.066298373,0.085001132,"{""type"":""Point"",""coordinates"":[105.67632504763495,21.052985676888806]}"
Urban,16,0.487866637,-0.394126416,0.290452391,5,0.066299248,0.085002215,"{""type"":""Point"",""coordinates"":[105.67661488920342,21.052985676888806]}"
Urban,13,0.43727638,-0.44441938,0.25889199,5,0.066821546,0.084903132,"{""type"":""Point"",""coordinates"":[105.6774799548078,21.05298121778775]}"
Urban,13,0.446946768,-0.41211979,0.271329448,5,0.07304812,0.088730591,"{""type"":""Point"",""coordinates"":[105.67776979637625,21.05298121778775]}"
Urban,13,0.448376801,-0.416920457,0.260467751,5,0.063428388,0.078480693,"{""type"":""Point"",""coordinates"":[105.67459045732518,21.052722589926656]}"
Urban,14,0.455882575,-0.380191523,0.268570233,5,0.066955774,0.087149881,"{""type"":""Point"",""coordinates"":[105.67574536449798,21.052718130825596]}"
Urban,14,0.445688014,-0.387387849,0.263411359,5,0.067231484,0.087482079,"{""type"":""Point"",""coordinates"":[105.67603520606646,21.0527181308256]}"
Urban,14,0.439775147,-0.45881994,0.258791386,5,0.068793213,0.085006816,"{""type"":""Point"",""coordinates"":[105.6774799548078,21.05270921262349]}"
Urban,12,0.489217852,-0.411801534,0.30258352,5,0.071699452,0.087489881,"{""type"":""Point"",""coordinates"":[105.6777653372752,21.05270921262349]}"
Urban,13,0.381660328,-0.433017613,0.221991373,5,0.070787152,0.086442777,"{""type"":""Point"",""coordinates"":[105.67459045732518,21.052450584762386]}"
Urban,13,0.444711214,-0.430690733,0.257052484,5,0.067371492,0.084483552,"{""type"":""Point"",""coordinates"":[105.67603520606646,21.052446125661334]}"
Urban,13,0.422039903,-0.442311302,0.24618887,5,0.069133751,0.087069003,"{""type"":""Point"",""coordinates"":[105.67603074696541,21.052174120497074]}"
Urban,14,0.412016556,-0.436803544,0.238443514,5,0.067232575,0.084691439,"{""type"":""Point"",""coordinates"":[105.67602628786436,21.05136256410535]}"
Urban,11,0.44245411,-0.46817956,0.225120239,5,0.052147487,0.065232719,"{""type"":""Point"",""coordinates"":[105.80582626042911,21.025860965180694]}"
Urban,12,0.380391652,-0.086877803,0.138462975,5,0.042819377,0.061637318,"{""type"":""Point"",""coordinates"":[105.80611164289655,21.025856506079638]}"
Urban,10,0.125714778,-0.092775694,0.060020577,5,0.072160623,0.088451424,"{""type"":""Point"",""coordinates"":[105.80466689415522,21.02559341911749]}"
Urban,11,0.208878852,-0.235301619,0.108638556,5,0.071135227,0.089127258,"{""type"":""Point"",""coordinates"":[105.80495673572369,21.025593419117484]}"
Urban,12,0.272798643,0.111817876,0.081409727,5,0.039859115,0.05727196,"{""type"":""Point"",""coordinates"":[105.80611164289654,21.025584500915386]}"
Urban,9,0.512651474,-0.435015013,0.32632412,5,0.063341077,0.087608354,"{""type"":""Point"",""coordinates"":[105.80322214541391,21.02533033215533]}"
Urban,11,0.410571387,-0.376455389,0.25552697,5,0.075391471,0.097801987,"{""type"":""Point"",""coordinates"":[105.80351198698239,21.025325873054275]}"
Urban,11,0.318199319,-0.369700701,0.17980704,5,0.070977848,0.088538776,"{""type"":""Point"",""coordinates"":[105.80380182855085,21.025325873054275]}"
Urban,11,0.318201177,-0.369698996,0.17980955,5,0.070978757,0.088540001,"{""type"":""Point"",""coordinates"":[105.80408721101827,21.025325873054275]}"
Urban,10,0.280455326,-0.370966347,0.145782378,5,0.063541148,0.077016372,"{""type"":""Point"",""coordinates"":[105.80466689415522,21.025321413953225]}"
Urban,12,0.294746051,-0.35480676,0.167945345,5,0.078880699,0.090946022,"{""type"":""Point"",""coordinates"":[105.80524211819113,21.025321413953225]}"
Urban,13,0.349602335,-0.304755332,0.144189757,5,0.050234119,0.063092124,"{""type"":""Point"",""coordinates"":[105.80582180132807,21.025316954852176]}"
Urban,11,0.156747284,0.239807845,0.039719445,5,0.041528745,0.057168204,"{""type"":""Point"",""coordinates"":[105.80611164289654,21.025316954852176]}"
Urban,12,0.557310469,-0.413931692,0.338800457,5,0.06075859,0.081197086,"{""type"":""Point"",""coordinates"":[105.80235707980955,21.025062786092125]}"
Urban,12,0.50891844,-0.446546806,0.305284482,5,0.062628402,0.082111723,"{""type"":""Point"",""coordinates"":[105.80264246227694,21.02506278609212]}"
Urban,11,0.539074606,-0.414643321,0.315120123,5,0.056786173,0.078889705,"{""type"":""Point"",""coordinates"":[105.80293230384542,21.025058326991072]}"
Urban,11,0.606004521,-0.389161812,0.387168069,5,0.058712138,0.083518608,"{""type"":""Point"",""coordinates"":[105.80322214541391,21.02505832699107]}"
Urban,10,0.591912382,-0.379795848,0.380200579,5,0.059548671,0.086369289,"{""type"":""Point"",""coordinates"":[105.80351198698239,21.025058326991072]}"
Urban,11,0.59217132,-0.388905144,0.361397916,5,0.056519597,0.078618552,"{""type"":""Point"",""coordinates"":[105.8037973694498,21.025053867890023]}"
Urban,12,0.592172662,-0.388903753,0.361401649,5,0.056520322,0.078619525,"{""type"":""Point"",""coordinates"":[105.80408721101827,21.02505386789002]}"
Urban,13,0.422076233,-0.361460344,0.240957539,5,0.069691924,0.086411262,"{""type"":""Point"",""coordinates"":[105.80437705258674,21.02505386789002]}"
Urban,10,0.339653078,-0.245638939,0.204925487,5,0.084095789,0.105702975,"{""type"":""Point"",""coordinates"":[105.80466689415522,21.025049408788966]}"
Urban,10,0.547331054,-0.406206469,0.324235918,5,0.058482581,0.07899239,"{""type"":""Point"",""coordinates"":[105.80495227662264,21.025049408788966]}"
Urban,10,0.379617135,-0.387254493,0.197264011,5,0.06020412,0.074052045,"{""type"":""Point"",""coordinates"":[105.80524211819113,21.025049408788966]}"
Urban,16,0.33820941,-0.268399339,0.128299712,5,0.046119422,0.058311032,"{""type"":""Point"",""coordinates"":[105.80582180132807,21.025044949687913]}"
Urban,19,0.161255917,0.268968947,0.040195021,5,0.041215852,0.054985596,"{""type"":""Point"",""coordinates"":[105.80610718379548,21.02504494968791]}"
Urban,14,0.478262549,-0.415740143,0.289177613,5,0.068779218,0.088962042,"{""type"":""Point"",""coordinates"":[105.80235262070849,21.024790780927866]}"
Urban,14,0.426466301,-0.427305674,0.232322227,5,0.06465624,0.080601828,"{""type"":""Point"",""coordinates"":[105.80264246227694,21.024790780927866]}"
Urban,14,0.545126321,-0.402711582,0.294278746,5,0.053983576,0.06996332,"{""type"":""Point"",""coordinates"":[105.80293230384542,21.024786321826813]}"
Urban,12,0.642143354,-0.416208488,0.41555472,5,0.056195683,0.078848316,"{""type"":""Point"",""coordinates"":[105.80322214541391,21.024786321826813]}"
Urban,9,0.580740745,-0.367027727,0.366372745,5,0.056520809,0.084808292,"{""type"":""Point"",""coordinates"":[105.80350752788131,21.024786321826813]}"
Urban,10,0.666240508,-0.37986087,0.379091656,5,0.045508665,0.063022674,"{""type"":""Point"",""coordinates"":[105.8037973694498,21.024786321826813]}"
Urban,13,0.666241979,-0.379859855,0.379095699,5,0.045509249,0.063023454,"{""type"":""Point"",""coordinates"":[105.80408721101827,21.024781862725764]}"
Urban,15,0.5373733,-0.330998651,0.283584938,5,0.05146151,0.067886074,"{""type"":""Point"",""coordinates"":[105.80437705258674,21.024781862725764]}"
Urban,9,0.585848742,-0.393392704,0.34875685,5,0.051334077,0.074730271,"{""type"":""Point"",""coordinates"":[105.80466243505417,21.024781862725764]}"
Urban,9,0.58827954,-0.42042993,0.341374413,5,0.048830604,0.066520123,"{""type"":""Point"",""coordinates"":[105.80495227662264,21.024777403624707]}"
Urban,11,0.320816756,-0.366498554,0.156322249,5,0.057700154,0.069436834,"{""type"":""Point"",""coordinates"":[105.80524211819113,21.024777403624707]}"
Urban,22,0.389180948,-0.415526713,0.171860909,5,0.047997748,0.056925503,"{""type"":""Point"",""coordinates"":[105.80581734222702,21.024772944523647]}"
Urban,22,0.252868981,-0.247859744,0.097515803,5,0.049667875,0.058208004,"{""type"":""Point"",""coordinates"":[105.80610718379548,21.02477294452365]}"
Urban,19,0.183775984,0.148814,0.050189555,5,0.043929506,0.058312672,"{""type"":""Point"",""coordinates"":[105.80639702536395,21.02477294452365]}"
Urban,16,0.477581012,-0.169620384,0.179208993,5,0.04361703,0.055922651,"{""type"":""Point"",""coordinates"":[105.80668240783139,21.024768485422594]}"
Urban,15,0.291664483,-0.276131434,0.130040708,5,0.063833625,0.071369165,"{""type"":""Point"",""coordinates"":[105.80090787196718,21.024527693965712]}"
Urban,11,0.376617318,-0.388098128,0.224194145,5,0.073965083,0.089373356,"{""type"":""Point"",""coordinates"":[105.80177739667259,21.02452323486466]}"
Urban,14,0.38139821,-0.329247494,0.216799823,5,0.077179705,0.096292461,"{""type"":""Point"",""coordinates"":[105.80206277914002,21.024523234864663]}"
Urban,16,0.324812626,-0.328245442,0.176556192,5,0.07200672,0.092882876,"{""type"":""Point"",""coordinates"":[105.80235262070848,21.024518775763607]}"
Urban,15,0.485856446,-0.39102968,0.273591887,5,0.059050144,0.081371426,"{""type"":""Point"",""coordinates"":[105.80293230384542,21.024518775763607]}"
Urban,12,0.477822371,-0.406308018,0.298535327,5,0.065020745,0.089211219,"{""type"":""Point"",""coordinates"":[105.80321768631286,21.024514316662554]}"
Urban,10,0.537079436,-0.365346484,0.31897849,5,0.060473518,0.080823879,"{""type"":""Point"",""coordinates"":[105.80350752788131,21.024514316662554]}"
Urban,10,0.392439543,-0.373710944,0.19574561,5,0.054538357,0.069313986,"{""type"":""Point"",""coordinates"":[105.8037973694498,21.024514316662554]}"
Urban,14,0.392441797,-0.373709896,0.195748424,5,0.054539056,0.069314844,"{""type"":""Point"",""coordinates"":[105.80408275191722,21.024509857561497]}"
Urban,12,0.654681583,-0.405785138,0.409142801,5,0.045178311,0.071820285,"{""type"":""Point"",""coordinates"":[105.80466243505417,21.024509857561497]}"
Urban,12,0.698249254,-0.435263914,0.422271578,5,0.040692306,0.06030782,"{""type"":""Point"",""coordinates"":[105.80495227662264,21.024509857561497]}"
Urban,15,0.337204029,-0.394534702,0.168010531,5,0.058743752,0.070159043,"{""type"":""Point"",""coordinates"":[105.80523765909005,21.024505398460445]}"
Urban,18,0.319742854,0.057788395,0.099465526,5,0.042990538,0.059144417,"{""type"":""Point"",""coordinates"":[105.8063925662629,21.02450093935939]}"
Urban,13,0.472028017,-0.157333271,0.183099495,5,0.041843271,0.057585965,"{""type"":""Point"",""coordinates"":[105.80668240783139,21.02450093935939]}"
Urban,12,0.245126825,-0.284384951,0.152229582,5,0.089507781,0.119747034,"{""type"":""Point"",""coordinates"":[105.80697224939985,21.024496480258335]}"
Urban,14,0.354403274,-0.125524549,0.144815973,5,0.05859987,0.0701453,"{""type"":""Point"",""coordinates"":[105.80090787196718,21.024255688801453]}"
Urban,13,0.239460143,-0.314119082,0.118583014,5,0.069581979,0.078035775,"{""type"":""Point"",""coordinates"":[105.80119771353564,21.024255688801453]}"
Urban,10,0.467608668,-0.376636298,0.280233207,5,0.070713019,0.089215641,"{""type"":""Point"",""coordinates"":[105.80177293757153,21.0242512297004]}"
Urban,15,0.410885546,-0.302123612,0.228233595,5,0.070940864,0.088909297,"{""type"":""Point"",""coordinates"":[105.80206277914003,21.0242512297004]}"
Urban,17,0.441703511,-0.287345599,0.215675228,5,0.054190999,0.071272043,"{""type"":""Point"",""coordinates"":[105.80235262070849,21.024246770599344]}"
Urban,17,0.532408188,-0.410460989,0.283989933,5,0.049346903,0.066965932,"{""type"":""Point"",""coordinates"":[105.8026380031759,21.024246770599344]}"
Urban,15,0.364475966,-0.350238084,0.222131276,5,0.070172614,0.10207614,"{""type"":""Point"",""coordinates"":[105.80292784474437,21.024246770599344]}"
Urban,10,0.323818413,-0.353005383,0.199558461,5,0.076277623,0.107341172,"{""type"":""Point"",""coordinates"":[105.80321768631285,21.024246770599344]}"
Urban,8,0.413981919,-0.387091872,0.22649972,5,0.062207516,0.081663527,"{""type"":""Point"",""coordinates"":[105.80350752788131,21.024242311498288]}"
Urban,13,0.493186666,-0.49294593,0.27379509,5,0.046997626,0.062657018,"{""type"":""Point"",""coordinates"":[105.80466243505417,21.024237852397235]}"
Urban,13,0.643834965,-0.404893863,0.391208959,5,0.055195645,0.066728432,"{""type"":""Point"",""coordinates"":[105.8049478175216,21.024237852397235]}"
Urban,16,0.400862367,-0.373371403,0.229068122,5,0.070702837,0.08554234,"{""type"":""Point"",""coordinates"":[105.80523765909005,21.024233393296186]}"
Urban,15,0.356281095,0.000156,0.113019843,5,0.041529833,0.057897271,"{""type"":""Point"",""coordinates"":[105.8063925662629,21.024228934195133]}"
Urban,11,0.270117131,-0.110890743,0.104737452,5,0.052069481,0.069643903,"{""type"":""Point"",""coordinates"":[105.80668240783137,21.024228934195133]}"
Urban,12,0.467541698,-0.367139884,0.257952805,5,0.057420678,0.081817034,"{""type"":""Point"",""coordinates"":[105.79830821605302,21.02399706094035]}"
Urban,13,0.399044445,-0.363641606,0.193620541,5,0.052435332,0.067771739,"{""type"":""Point"",""coordinates"":[105.7985980576215,21.023997060940353]}"
Urban,12,0.253974847,-0.104601915,0.095932796,5,0.055213368,0.0683789,"{""type"":""Point"",""coordinates"":[105.80090787196718,21.02398368363719]}"
Urban,9,0.42745586,-0.404869907,0.243145931,5,0.070302724,0.083986026,"{""type"":""Point"",""coordinates"":[105.80177293757153,21.02397922453614]}"
Urban,16,0.370374818,-0.409336574,0.195552437,5,0.061990488,0.077834338,"{""type"":""Point"",""coordinates"":[105.80206277914003,21.02397922453614]}"
Urban,18,0.471890245,-0.376125527,0.225071779,5,0.045159313,0.061940218,"{""type"":""Point"",""coordinates"":[105.80234816160744,21.02397922453614]}"
Urban,18,0.597872445,-0.393811887,0.325338227,5,0.045110535,0.063187655,"{""type"":""Point"",""coordinates"":[105.80263800317589,21.02397476543509]}"
Urban,15,0.409878158,-0.400573011,0.238831108,5,0.060043722,0.092191377,"{""type"":""Point"",""coordinates"":[105.80292784474437,21.023974765435085]}"
Urban,9,0.346035641,-0.380942874,0.206141766,5,0.070942313,0.098622995,"{""type"":""Point"",""coordinates"":[105.80321768631285,21.02397476543508]}"
Urban,8,0.461501204,-0.36216071,0.259043341,5,0.059600191,0.079243477,"{""type"":""Point"",""coordinates"":[105.80350306878026,21.02397030633403]}"
Urban,11,0.392235175,0.020324617,0.128124156,5,0.040447242,0.054675159,"{""type"":""Point"",""coordinates"":[105.8063925662629,21.02395692903087]}"
Urban,9,0.402640113,-0.221134724,0.174992492,5,0.054882923,0.06830901,"{""type"":""Point"",""coordinates"":[105.80667794873033,21.02395692903087]}"
Urban,14,0.39528468,-0.277028269,0.20880741,5,0.062903029,0.082742458,"{""type"":""Point"",""coordinates"":[105.7988834400889,21.023725055776094]}"
Urban,10,0.275856736,-0.144219118,0.106279234,5,0.059216018,0.070446961,"{""type"":""Point"",""coordinates"":[105.8009034128661,21.023711678472935]}"
Urban,9,0.38715711,-0.390672419,0.198374119,5,0.061373966,0.073936652,"{""type"":""Point"",""coordinates"":[105.80177293757153,21.02371167847293]}"
Urban,16,0.446756585,-0.385088292,0.212452992,5,0.048956961,0.062453167,"{""type"":""Point"",""coordinates"":[105.80234816160744,21.02370721937188]}"
Urban,16,0.550435408,-0.387898403,0.300747869,5,0.047616827,0.067760666,"{""type"":""Point"",""coordinates"":[105.80263800317589,21.02370721937188]}"
Urban,14,0.415570093,-0.328098729,0.248091899,5,0.061610276,0.092087609,"{""type"":""Point"",""coordinates"":[105.80292784474437,21.023702760270826]}"
Urban,10,0.31786979,-0.336396578,0.190686089,5,0.079691639,0.104242131,"{""type"":""Point"",""coordinates"":[105.80321322721181,21.023702760270822]}"
Urban,10,0.340021123,-0.317522726,0.199677881,5,0.078075611,0.100563712,"{""type"":""Point"",""coordinates"":[105.80350306878026,21.023702760270822]}"
Urban,13,0.399300182,-0.387267386,0.200500393,5,0.059118785,0.073249682,"{""type"":""Point"",""coordinates"":[105.80379291034875,21.023698301169773]}"
Urban,12,0.338904983,-0.318763701,0.161902015,5,0.063871149,0.07474048,"{""type"":""Point"",""coordinates"":[105.80408275191722,21.023698301169773]}"
Urban,12,0.338907016,-0.318762166,0.161904425,5,0.06387203,0.074741477,"{""type"":""Point"",""coordinates"":[105.80436813438465,21.023698301169773]}"
Urban,13,0.381925186,-0.334644551,0.194348897,5,0.057701665,0.075079986,"{""type"":""Point"",""coordinates"":[105.80552304155749,21.023693842068717]}"
Urban,13,0.374241637,-0.352945176,0.183297531,5,0.05734137,0.073396817,"{""type"":""Point"",""coordinates"":[105.80581288312597,21.023689382967667]}"
