"Value","Class","Type"
0.787496076,"NDWI-Water","Non-rice"
0.751111729,"NDWI-Water","Non-rice"
0.772568288,"NDWI-Water","Non-rice"
0.775411705,"NDWI-Water","Non-rice"
0.775803669,"NDWI-Water","Non-rice"
0.769066484,"NDWI-Water","Non-rice"
0.770701382,"NDWI-Water","Non-rice"
0.752695868,"NDWI-Water","Non-rice"
0.744174935,"NDWI-Water","Non-rice"
0.812357962,"NDWI-Water","Non-rice"
0.814181288,"NDWI-Water","Non-rice"
0.815497947,"NDWI-Water","Non-rice"
0.819153784,"NDWI-Water","Non-rice"
0.818822629,"NDWI-Water","Non-rice"
0.840276958,"NDWI-Water","Non-rice"
0.855870881,"NDWI-Water","Non-rice"
0.814652732,"NDWI-Water","Non-rice"
0.804920631,"NDWI-Water","Non-rice"
0.845895728,"NDWI-Water","Non-rice"
0.849914188,"NDWI-Water","Non-rice"
0.851092246,"NDWI-Water","Non-rice"
0.822965523,"NDWI-Water","Non-rice"
0.848796447,"NDWI-Water","Non-rice"
0.844559408,"NDWI-Water","Non-rice"
0.870063578,"NDWI-Water","Non-rice"
0.869096077,"NDWI-Water","Non-rice"
0.852619948,"NDWI-Water","Non-rice"
0.857953206,"NDWI-Water","Non-rice"
0.857953704,"NDWI-Water","Non-rice"
0.862294366,"NDWI-Water","Non-rice"
0.858970306,"NDWI-Water","Non-rice"
0.854269281,"NDWI-Water","Non-rice"
0.828515442,"NDWI-Water","Non-rice"
0.825722757,"NDWI-Water","Non-rice"
0.76316819,"NDWI-Water","Non-rice"
0.556803788,"NDWI-Water","Non-rice"
0.784710304,"NDWI-Water","Non-rice"
0.830118745,"NDWI-Water","Non-rice"
0.828565703,"NDWI-Water","Non-rice"
0.823096448,"NDWI-Water","Non-rice"
0.82368875,"NDWI-Water","Non-rice"
0.805978242,"NDWI-Water","Non-rice"
0.79461895,"NDWI-Water","Non-rice"
0.783948216,"NDWI-Water","Non-rice"
0.771256142,"NDWI-Water","Non-rice"
0.767291058,"NDWI-Water","Non-rice"
0.780890661,"NDWI-Water","Non-rice"
0.777292013,"NDWI-Water","Non-rice"
0.772232757,"NDWI-Water","Non-rice"
0.773438682,"NDWI-Water","Non-rice"
0.762827961,"NDWI-Water","Non-rice"
0.747379199,"NDWI-Water","Non-rice"
0.814180723,"NDWI-Water","Non-rice"
0.814011214,"NDWI-Water","Non-rice"
0.822319044,"NDWI-Water","Non-rice"
0.818821361,"NDWI-Water","Non-rice"
0.818989236,"NDWI-Water","Non-rice"
0.818989951,"NDWI-Water","Non-rice"
0.832198468,"NDWI-Water","Non-rice"
0.762262652,"NDWI-Water","Non-rice"
0.806993271,"NDWI-Water","Non-rice"
0.840947689,"NDWI-Water","Non-rice"
0.850599142,"NDWI-Water","Non-rice"
0.789257004,"NDWI-Water","Non-rice"
0.701970315,"NDWI-Water","Non-rice"
0.847125611,"NDWI-Water","Non-rice"
0.847727473,"NDWI-Water","Non-rice"
0.871870009,"NDWI-Water","Non-rice"
0.868020636,"NDWI-Water","Non-rice"
0.871521439,"NDWI-Water","Non-rice"
0.854398597,"NDWI-Water","Non-rice"
0.854399106,"NDWI-Water","Non-rice"
0.852223087,"NDWI-Water","Non-rice"
0.851822348,"NDWI-Water","Non-rice"
0.832505253,"NDWI-Water","Non-rice"
0.820671431,"NDWI-Water","Non-rice"
0.818498002,"NDWI-Water","Non-rice"
0.798327281,"NDWI-Water","Non-rice"
0.670431324,"NDWI-Water","Non-rice"
0.745753418,"NDWI-Water","Non-rice"
0.79802137,"NDWI-Water","Non-rice"
0.816704749,"NDWI-Water","Non-rice"
0.826804411,"NDWI-Water","Non-rice"
0.821086551,"NDWI-Water","Non-rice"
0.81942144,"NDWI-Water","Non-rice"
0.815817212,"NDWI-Water","Non-rice"
0.808646415,"NDWI-Water","Non-rice"
0.807567722,"NDWI-Water","Non-rice"
0.809487448,"NDWI-Water","Non-rice"
0.78321233,"NDWI-Water","Non-rice"
0.780723306,"NDWI-Water","Non-rice"
0.772856619,"NDWI-Water","Non-rice"
0.77685045,"NDWI-Water","Non-rice"
0.770411007,"NDWI-Water","Non-rice"
0.759478787,"NDWI-Water","Non-rice"
0.804675427,"NDWI-Water","Non-rice"
0.806181542,"NDWI-Water","Non-rice"
0.812984085,"NDWI-Water","Non-rice"
0.809924762,"NDWI-Water","Non-rice"
0.802888097,"NDWI-Water","Non-rice"
0.802888868,"NDWI-Water","Non-rice"
0.806602708,"NDWI-Water","Non-rice"
0.477760607,"NDWI-Water","Non-rice"
0.807337459,"NDWI-Water","Non-rice"
0.832910252,"NDWI-Water","Non-rice"
0.841733785,"NDWI-Water","Non-rice"
0.771190988,"NDWI-Water","Non-rice"
0.828947213,"NDWI-Water","Non-rice"
0.861825964,"NDWI-Water","Non-rice"
0.862963207,"NDWI-Water","Non-rice"
0.863088841,"NDWI-Water","Non-rice"
0.790153081,"NDWI-Water","Non-rice"
0.81030012,"NDWI-Water","Non-rice"
0.835786851,"NDWI-Water","Non-rice"
0.83411494,"NDWI-Water","Non-rice"
0.830302211,"NDWI-Water","Non-rice"
0.8337155,"NDWI-Water","Non-rice"
0.824618693,"NDWI-Water","Non-rice"
0.822515048,"NDWI-Water","Non-rice"
0.820006099,"NDWI-Water","Non-rice"
0.830492324,"NDWI-Water","Non-rice"
0.829517172,"NDWI-Water","Non-rice"
0.807911151,"NDWI-Water","Non-rice"
0.797220154,"NDWI-Water","Non-rice"
0.811232436,"NDWI-Water","Non-rice"
0.829780712,"NDWI-Water","Non-rice"
0.820571868,"NDWI-Water","Non-rice"
0.825725343,"NDWI-Water","Non-rice"
0.814037912,"NDWI-Water","Non-rice"
0.814038727,"NDWI-Water","Non-rice"
0.80864743,"NDWI-Water","Non-rice"
0.805495993,"NDWI-Water","Non-rice"
0.64087359,"NDWI-Water","Non-rice"
0.685184541,"NDWI-Water","Non-rice"
0.752868266,"NDWI-Water","Non-rice"
0.777281264,"NDWI-Water","Non-rice"
0.759463094,"NDWI-Water","Non-rice"
0.763511215,"NDWI-Water","Non-rice"
0.854387231,"NDWI-Water","Non-rice"
0.851668658,"NDWI-Water","Non-rice"
0.851669393,"NDWI-Water","Non-rice"
0.848986491,"NDWI-Water","Non-rice"
0.850211075,"NDWI-Water","Non-rice"
0.801597593,"NDWI-Water","Non-rice"
0.804853696,"NDWI-Water","Non-rice"
0.794007575,"NDWI-Water","Non-rice"
0.808964335,"NDWI-Water","Non-rice"
0.809668496,"NDWI-Water","Non-rice"
0.809669243,"NDWI-Water","Non-rice"
0.793072237,"NDWI-Water","Non-rice"
0.638104661,"NDWI-Water","Non-rice"
0.796847131,"NDWI-Water","Non-rice"
0.828344852,"NDWI-Water","Non-rice"
0.842737651,"NDWI-Water","Non-rice"
0.83976317,"NDWI-Water","Non-rice"
0.84978652,"NDWI-Water","Non-rice"
0.845735991,"NDWI-Water","Non-rice"
0.862141974,"NDWI-Water","Non-rice"
0.816491044,"NDWI-Water","Non-rice"
0.794871046,"NDWI-Water","Non-rice"
0.804977985,"NDWI-Water","Non-rice"
0.82645778,"NDWI-Water","Non-rice"
0.84016063,"NDWI-Water","Non-rice"
0.829831781,"NDWI-Water","Non-rice"
0.833589046,"NDWI-Water","Non-rice"
0.829859102,"NDWI-Water","Non-rice"
0.829656347,"NDWI-Water","Non-rice"
0.805165932,"NDWI-Water","Non-rice"
0.8034695,"NDWI-Water","Non-rice"
0.809159221,"NDWI-Water","Non-rice"
0.806789603,"NDWI-Water","Non-rice"
0.809851748,"NDWI-Water","Non-rice"
0.808525513,"NDWI-Water","Non-rice"
0.816626292,"NDWI-Water","Non-rice"
0.818837933,"NDWI-Water","Non-rice"
0.831601693,"NDWI-Water","Non-rice"
0.818253731,"NDWI-Water","Non-rice"
0.818254534,"NDWI-Water","Non-rice"
0.809542506,"NDWI-Water","Non-rice"
0.803904198,"NDWI-Water","Non-rice"
0.724214082,"NDWI-Water","Non-rice"
0.684586065,"NDWI-Water","Non-rice"
0.794317498,"NDWI-Water","Non-rice"
0.775389763,"NDWI-Water","Non-rice"
0.757734685,"NDWI-Water","Non-rice"
0.765644337,"NDWI-Water","Non-rice"
0.80473187,"NDWI-Water","Non-rice"
0.807795452,"NDWI-Water","Non-rice"
0.806699734,"NDWI-Water","Non-rice"
0.809745263,"NDWI-Water","Non-rice"
0.813085094,"NDWI-Water","Non-rice"
0.813085771,"NDWI-Water","Non-rice"
0.816160829,"NDWI-Water","Non-rice"
0.817877444,"NDWI-Water","Non-rice"
0.819952794,"NDWI-Water","Non-rice"
0.817876589,"NDWI-Water","Non-rice"
0.819622242,"NDWI-Water","Non-rice"
0.821086869,"NDWI-Water","Non-rice"
0.825227735,"NDWI-Water","Non-rice"
0.821949273,"NDWI-Water","Non-rice"
0.822700842,"NDWI-Water","Non-rice"
0.822265925,"NDWI-Water","Non-rice"
0.820749489,"NDWI-Water","Non-rice"
0.823239358,"NDWI-Water","Non-rice"
0.854061631,"NDWI-Water","Non-rice"
0.850743929,"NDWI-Water","Non-rice"
0.852765123,"NDWI-Water","Non-rice"
0.851842941,"NDWI-Water","Non-rice"
0.798858961,"NDWI-Water","Non-rice"
0.816340736,"NDWI-Water","Non-rice"
0.813044617,"NDWI-Water","Non-rice"
0.810711527,"NDWI-Water","Non-rice"
0.813046089,"NDWI-Water","Non-rice"
0.824154856,"NDWI-Water","Non-rice"
0.827024537,"NDWI-Water","Non-rice"
0.829445514,"NDWI-Water","Non-rice"
0.824326023,"NDWI-Water","Non-rice"
0.82690571,"NDWI-Water","Non-rice"
0.832000107,"NDWI-Water","Non-rice"
0.836551859,"NDWI-Water","Non-rice"
0.83647698,"NDWI-Water","Non-rice"
0.839316909,"NDWI-Water","Non-rice"
0.845881158,"NDWI-Water","Non-rice"
0.802811797,"NDWI-Water","Non-rice"
0.801718102,"NDWI-Water","Non-rice"
0.805566168,"NDWI-Water","Non-rice"
0.812094684,"NDWI-Water","Non-rice"
0.845848164,"NDWI-Water","Non-rice"
0.848515962,"NDWI-Water","Non-rice"
0.839189654,"NDWI-Water","Non-rice"
0.840754339,"NDWI-Water","Non-rice"
0.831095972,"NDWI-Water","Non-rice"
0.807803765,"NDWI-Water","Non-rice"
0.802923993,"NDWI-Water","Non-rice"
0.801265956,"NDWI-Water","Non-rice"
0.805128969,"NDWI-Water","Non-rice"
0.807205353,"NDWI-Water","Non-rice"
0.811893948,"NDWI-Water","Non-rice"
0.809496492,"NDWI-Water","Non-rice"
0.816776372,"NDWI-Water","Non-rice"
0.831202831,"NDWI-Water","Non-rice"
0.815588621,"NDWI-Water","Non-rice"
0.815589441,"NDWI-Water","Non-rice"
0.814940538,"NDWI-Water","Non-rice"
0.812653679,"NDWI-Water","Non-rice"
0.788623401,"NDWI-Water","Non-rice"
0.760629584,"NDWI-Water","Non-rice"
0.783523005,"NDWI-Water","Non-rice"
0.80024907,"NDWI-Water","Non-rice"
0.758424224,"NDWI-Water","Non-rice"
0.757456837,"NDWI-Water","Non-rice"
0.791140651,"NDWI-Water","Non-rice"
0.797683836,"NDWI-Water","Non-rice"
0.80655883,"NDWI-Water","Non-rice"
0.80989754,"NDWI-Water","Non-rice"
0.819088976,"NDWI-Water","Non-rice"
0.819089633,"NDWI-Water","Non-rice"
0.817828209,"NDWI-Water","Non-rice"
0.817592613,"NDWI-Water","Non-rice"
0.82193819,"NDWI-Water","Non-rice"
0.817135148,"NDWI-Water","Non-rice"
0.824539936,"NDWI-Water","Non-rice"
0.82166988,"NDWI-Water","Non-rice"
0.826903021,"NDWI-Water","Non-rice"
0.825906023,"NDWI-Water","Non-rice"
0.826798669,"NDWI-Water","Non-rice"
0.824871362,"NDWI-Water","Non-rice"
0.823372303,"NDWI-Water","Non-rice"
0.82212501,"NDWI-Water","Non-rice"
0.82239343,"NDWI-Water","Non-rice"
0.822912416,"NDWI-Water","Non-rice"
0.825602729,"NDWI-Water","Non-rice"
0.823974122,"NDWI-Water","Non-rice"
0.830618405,"NDWI-Water","Non-rice"
0.815532906,"NDWI-Water","Non-rice"
0.815029398,"NDWI-Water","Non-rice"
0.810884643,"NDWI-Water","Non-rice"
0.813046257,"NDWI-Water","Non-rice"
0.792767748,"NDWI-Water","Non-rice"
0.778344595,"NDWI-Water","Non-rice"
0.806187381,"NDWI-Water","Non-rice"
0.813967115,"NDWI-Water","Non-rice"
0.830791776,"NDWI-Water","Non-rice"
0.834375599,"NDWI-Water","Non-rice"
0.828301393,"NDWI-Water","Non-rice"
0.829554766,"NDWI-Water","Non-rice"
0.830361279,"NDWI-Water","Non-rice"
0.82908131,"NDWI-Water","Non-rice"
0.801176226,"NDWI-Water","Non-rice"
0.803351014,"NDWI-Water","Non-rice"
0.818999177,"NDWI-Water","Non-rice"
0.814285683,"NDWI-Water","Non-rice"
0.835856374,"NDWI-Water","Non-rice"
0.835857108,"NDWI-Water","Non-rice"
0.831454577,"NDWI-Water","Non-rice"
0.829673089,"NDWI-Water","Non-rice"
0.833401672,"NDWI-Water","Non-rice"
0.835992571,"NDWI-Water","Non-rice"
0.8354268,"NDWI-Water","Non-rice"
0.806251736,"NDWI-Water","Non-rice"
0.805667722,"NDWI-Water","Non-rice"
0.80809935,"NDWI-Water","Non-rice"
0.818668418,"NDWI-Water","Non-rice"
0.830900169,"NDWI-Water","Non-rice"
0.829408911,"NDWI-Water","Non-rice"
0.81137233,"NDWI-Water","Non-rice"
0.818176825,"NDWI-Water","Non-rice"
0.817368535,"NDWI-Water","Non-rice"
0.820320624,"NDWI-Water","Non-rice"
0.817894025,"NDWI-Water","Non-rice"
0.804206061,"NDWI-Water","Non-rice"
0.793990085,"NDWI-Water","Non-rice"
0.789591422,"NDWI-Water","Non-rice"
0.803524525,"NDWI-Water","Non-rice"
0.775819909,"NDWI-Water","Non-rice"
0.764759986,"NDWI-Water","Non-rice"
0.767582646,"NDWI-Water","Non-rice"
0.773267896,"NDWI-Water","Non-rice"
0.809348014,"NDWI-Water","Non-rice"
0.809665886,"NDWI-Water","Non-rice"
0.81145925,"NDWI-Water","Non-rice"
0.814509532,"NDWI-Water","Non-rice"
0.818743615,"NDWI-Water","Non-rice"
0.816151112,"NDWI-Water","Non-rice"
0.812705888,"NDWI-Water","Non-rice"
0.815197292,"NDWI-Water","Non-rice"
0.825828416,"NDWI-Water","Non-rice"
0.818918884,"NDWI-Water","Non-rice"
0.828228231,"NDWI-Water","Non-rice"
0.825906157,"NDWI-Water","Non-rice"
0.823983808,"NDWI-Water","Non-rice"
0.822173797,"NDWI-Water","Non-rice"
0.825535565,"NDWI-Water","Non-rice"
0.824437397,"NDWI-Water","Non-rice"
0.822133776,"NDWI-Water","Non-rice"
0.826693324,"NDWI-Water","Non-rice"
0.826693957,"NDWI-Water","Non-rice"
0.825141086,"NDWI-Water","Non-rice"
0.829921184,"NDWI-Water","Non-rice"
0.803702836,"NDWI-Water","Non-rice"
0.787094939,"NDWI-Water","Non-rice"
0.761878197,"NDWI-Water","Non-rice"
0.729051671,"NDWI-Water","Non-rice"
0.752837297,"NDWI-Water","Non-rice"
0.753307616,"NDWI-Water","Non-rice"
0.801247401,"NDWI-Water","Non-rice"
0.830484231,"NDWI-Water","Non-rice"
0.838126257,"NDWI-Water","Non-rice"
0.836714672,"NDWI-Water","Non-rice"
0.828594998,"NDWI-Water","Non-rice"
0.831725816,"NDWI-Water","Non-rice"
0.827980691,"NDWI-Water","Non-rice"
0.819725696,"NDWI-Water","Non-rice"
0.829004,"NDWI-Water","Non-rice"
0.872438074,"NDWI-Water","Non-rice"
0.856370814,"NDWI-Water","Non-rice"
0.83750021,"NDWI-Water","Non-rice"
0.828668115,"NDWI-Water","Non-rice"
0.828668879,"NDWI-Water","Non-rice"
0.839468058,"NDWI-Water","Non-rice"
0.840419005,"NDWI-Water","Non-rice"
0.8342141,"NDWI-Water","Non-rice"
0.838832378,"NDWI-Water","Non-rice"
0.838233496,"NDWI-Water","Non-rice"
0.826879924,"NDWI-Water","Non-rice"
0.835180311,"NDWI-Water","Non-rice"
0.809415453,"NDWI-Water","Non-rice"
0.817313172,"NDWI-Water","Non-rice"
0.833577157,"NDWI-Water","Non-rice"
0.828623472,"NDWI-Water","Non-rice"
0.830306052,"NDWI-Water","Non-rice"
0.826938773,"NDWI-Water","Non-rice"
0.839351923,"NDWI-Water","Non-rice"
0.828132762,"NDWI-Water","Non-rice"
0.818702834,"NDWI-Water","Non-rice"
0.80889991,"NDWI-Water","Non-rice"
0.803590369,"NDWI-Water","Non-rice"
0.80478227,"NDWI-Water","Non-rice"
0.800955799,"NDWI-Water","Non-rice"
0.799772121,"NDWI-Water","Non-rice"
0.791656696,"NDWI-Water","Non-rice"
0.768731578,"NDWI-Water","Non-rice"
0.770638599,"NDWI-Water","Non-rice"
0.811128646,"NDWI-Water","Non-rice"
0.815777932,"NDWI-Water","Non-rice"
0.812908102,"NDWI-Water","Non-rice"
0.815402261,"NDWI-Water","Non-rice"
0.774946216,"NDWI-Water","Non-rice"
0.771200298,"NDWI-Water","Non-rice"
0.76958709,"NDWI-Water","Non-rice"
0.775327923,"NDWI-Water","Non-rice"
0.777935739,"NDWI-Water","Non-rice"
0.772740214,"NDWI-Water","Non-rice"
0.780363018,"NDWI-Water","Non-rice"
0.778313009,"NDWI-Water","Non-rice"
0.778687276,"NDWI-Water","Non-rice"
0.780365599,"NDWI-Water","Non-rice"
0.778315611,"NDWI-Water","Non-rice"
0.779811004,"NDWI-Water","Non-rice"
0.78467506,"NDWI-Water","Non-rice"
0.783246077,"NDWI-Water","Non-rice"
0.783246928,"NDWI-Water","Non-rice"
0.781373425,"NDWI-Water","Non-rice"
0.785800336,"NDWI-Water","Non-rice"
0.756536695,"NDWI-Water","Non-rice"
0.754227076,"NDWI-Water","Non-rice"
0.791904824,"NDWI-Water","Non-rice"
0.797290062,"NDWI-Water","Non-rice"
0.813289287,"NDWI-Water","Non-rice"
0.813289894,"NDWI-Water","Non-rice"
0.826795866,"NDWI-Water","Non-rice"
0.842189799,"NDWI-Water","Non-rice"
0.832228142,"NDWI-Water","Non-rice"
0.836054583,"NDWI-Water","Non-rice"
0.832212038,"NDWI-Water","Non-rice"
0.832929367,"NDWI-Water","Non-rice"
0.816467516,"NDWI-Water","Non-rice"
0.818379036,"NDWI-Water","Non-rice"
0.818550684,"NDWI-Water","Non-rice"
0.81836471,"NDWI-Water","Non-rice"
0.816366502,"NDWI-Water","Non-rice"
0.830728738,"NDWI-Water","Non-rice"
0.837661896,"NDWI-Water","Non-rice"
0.833643398,"NDWI-Water","Non-rice"
0.832508887,"NDWI-Water","Non-rice"
0.836249049,"NDWI-Water","Non-rice"
0.834292699,"NDWI-Water","Non-rice"
0.840461536,"NDWI-Water","Non-rice"
0.837943835,"NDWI-Water","Non-rice"
0.830994756,"NDWI-Water","Non-rice"
0.830303198,"NDWI-Water","Non-rice"
0.811442157,"NDWI-Water","Non-rice"
0.836561918,"NDWI-Water","Non-rice"
0.834387945,"NDWI-Water","Non-rice"
0.82951509,"NDWI-Water","Non-rice"
0.83102003,"NDWI-Water","Non-rice"
0.817433447,"NDWI-Water","Non-rice"
0.759766798,"NDWI-Water","Non-rice"
0.80185503,"NDWI-Water","Non-rice"
0.817629612,"NDWI-Water","Non-rice"
0.813348179,"NDWI-Water","Non-rice"
0.809972328,"NDWI-Water","Non-rice"
0.805988239,"NDWI-Water","Non-rice"
0.8009595,"NDWI-Water","Non-rice"
0.79567414,"NDWI-Water","Non-rice"
0.786075929,"NDWI-Water","Non-rice"
0.769047326,"NDWI-Water","Non-rice"
0.809950696,"NDWI-Water","Non-rice"
0.77111666,"NDWI-Water","Non-rice"
0.77054409,"NDWI-Water","Non-rice"
0.767912229,"NDWI-Water","Non-rice"
0.775513668,"NDWI-Water","Non-rice"
0.775325487,"NDWI-Water","Non-rice"
0.772354713,"NDWI-Water","Non-rice"
0.771257827,"NDWI-Water","Non-rice"
0.77273864,"NDWI-Water","Non-rice"
0.77125961,"NDWI-Water","Non-rice"
0.771452177,"NDWI-Water","Non-rice"
0.783353211,"NDWI-Water","Non-rice"
0.786354111,"NDWI-Water","Non-rice"
0.785993274,"NDWI-Water","Non-rice"
0.780365792,"NDWI-Water","Non-rice"
0.784085189,"NDWI-Water","Non-rice"
0.785760619,"NDWI-Water","Non-rice"
0.78485705,"NDWI-Water","Non-rice"
0.78793407,"NDWI-Water","Non-rice"
0.787934904,"NDWI-Water","Non-rice"
0.782875674,"NDWI-Water","Non-rice"
0.783320153,"NDWI-Water","Non-rice"
0.823771849,"NDWI-Water","Non-rice"
0.813401993,"NDWI-Water","Non-rice"
0.704888663,"NDWI-Water","Non-rice"
0.685443063,"NDWI-Water","Non-rice"
0.835726439,"NDWI-Water","Non-rice"
0.835727177,"NDWI-Water","Non-rice"
0.827616293,"NDWI-Water","Non-rice"
0.836117091,"NDWI-Water","Non-rice"
0.828767658,"NDWI-Water","Non-rice"
0.834214013,"NDWI-Water","Non-rice"
0.829583922,"NDWI-Water","Non-rice"
0.830294722,"NDWI-Water","Non-rice"
0.831170607,"NDWI-Water","Non-rice"
0.811530015,"NDWI-Water","Non-rice"
0.81565667,"NDWI-Water","Non-rice"
0.819734235,"NDWI-Water","Non-rice"
0.816271485,"NDWI-Water","Non-rice"
0.830899604,"NDWI-Water","Non-rice"
0.831289232,"NDWI-Water","Non-rice"
0.833889993,"NDWI-Water","Non-rice"
0.831716379,"NDWI-Water","Non-rice"
0.833564491,"NDWI-Water","Non-rice"
0.831623304,"NDWI-Water","Non-rice"
0.836093503,"NDWI-Water","Non-rice"
0.837783893,"NDWI-Water","Non-rice"
0.834539312,"NDWI-Water","Non-rice"
0.829097957,"NDWI-Water","Non-rice"
0.806612404,"NDWI-Water","Non-rice"
0.834946618,"NDWI-Water","Non-rice"
0.833659708,"NDWI-Water","Non-rice"
0.827819244,"NDWI-Water","Non-rice"
0.817106001,"NDWI-Water","Non-rice"
0.561732687,"NDWI-Water","Non-rice"
0.729425332,"NDWI-Water","Non-rice"
0.7294263,"NDWI-Water","Non-rice"
0.812042038,"NDWI-Water","Non-rice"
0.808015376,"NDWI-Water","Non-rice"
0.811762725,"NDWI-Water","Non-rice"
0.804560832,"NDWI-Water","Non-rice"
0.796561076,"NDWI-Water","Non-rice"
0.796556712,"NDWI-Water","Non-rice"
0.794823613,"NDWI-Water","Non-rice"
0.806235493,"NDWI-Water","Non-rice"
0.850414306,"NDWI-Water","Non-rice"
0.82568285,"NDWI-Water","Non-rice"
0.825477846,"NDWI-Water","Non-rice"
0.828472045,"NDWI-Water","Non-rice"
0.83018102,"NDWI-Water","Non-rice"
0.830181641,"NDWI-Water","Non-rice"
0.828023379,"NDWI-Water","Non-rice"
0.821517103,"NDWI-Water","Non-rice"
0.830954099,"NDWI-Water","Non-rice"
0.772214987,"NDWI-Water","Non-rice"
0.769396786,"NDWI-Water","Non-rice"
0.781673125,"NDWI-Water","Non-rice"
0.779993696,"NDWI-Water","Non-rice"
0.781102528,"NDWI-Water","Non-rice"
0.782957367,"NDWI-Water","Non-rice"
0.78018172,"NDWI-Water","Non-rice"
0.778316868,"NDWI-Water","Non-rice"
0.782256379,"NDWI-Water","Non-rice"
0.783026166,"NDWI-Water","Non-rice"
0.78454035,"NDWI-Water","Non-rice"
0.788810937,"NDWI-Water","Non-rice"
0.835366572,"NDWI-Water","Non-rice"
0.625797843,"NDWI-Water","Non-rice"
0.733791353,"NDWI-Water","Non-rice"
0.68847671,"NDWI-Water","Non-rice"
0.764052339,"NDWI-Water","Non-rice"
0.831221274,"NDWI-Water","Non-rice"
0.831222028,"NDWI-Water","Non-rice"
0.830502823,"NDWI-Water","Non-rice"
0.834374816,"NDWI-Water","Non-rice"
0.835246356,"NDWI-Water","Non-rice"
0.833496112,"NDWI-Water","Non-rice"
0.832226547,"NDWI-Water","Non-rice"
0.830624982,"NDWI-Water","Non-rice"
0.838696692,"NDWI-Water","Non-rice"
0.817814128,"NDWI-Water","Non-rice"
0.816869147,"NDWI-Water","Non-rice"
0.821591343,"NDWI-Water","Non-rice"
0.800052994,"NDWI-Water","Non-rice"
0.825608098,"NDWI-Water","Non-rice"
0.833153101,"NDWI-Water","Non-rice"
0.833895406,"NDWI-Water","Non-rice"
0.834220094,"NDWI-Water","Non-rice"
0.831408447,"NDWI-Water","Non-rice"
0.83357418,"NDWI-Water","Non-rice"
0.828066395,"NDWI-Water","Non-rice"
0.837031382,"NDWI-Water","Non-rice"
0.832847397,"NDWI-Water","Non-rice"
0.829970384,"NDWI-Water","Non-rice"
0.832619054,"NDWI-Water","Non-rice"
0.834067917,"NDWI-Water","Non-rice"
0.829841079,"NDWI-Water","Non-rice"
0.825037928,"NDWI-Water","Non-rice"
0.809748141,"NDWI-Water","Non-rice"
0.596815409,"NDWI-Water","Non-rice"
0.673742218,"NDWI-Water","Non-rice"
0.673743324,"NDWI-Water","Non-rice"
0.806150361,"NDWI-Water","Non-rice"
0.808015553,"NDWI-Water","Non-rice"
0.80301533,"NDWI-Water","Non-rice"
0.802525086,"NDWI-Water","Non-rice"
0.802328116,"NDWI-Water","Non-rice"
0.758123479,"NDWI-Water","Non-rice"
0.761280926,"NDWI-Water","Non-rice"
0.80613833,"NDWI-Water","Non-rice"
0.84194519,"NDWI-Water","Non-rice"
0.821171235,"NDWI-Water","Non-rice"
0.821770383,"NDWI-Water","Non-rice"
0.824473964,"NDWI-Water","Non-rice"
0.829648204,"NDWI-Water","Non-rice"
0.829648827,"NDWI-Water","Non-rice"
0.826199922,"NDWI-Water","Non-rice"
0.827214352,"NDWI-Water","Non-rice"
0.822632754,"NDWI-Water","Non-rice"
