"Value","Class","Type"
-0.0180136,"BI-Urban","Non-rice"
-0.021440945,"BI-Urban","Non-rice"
0.02426055,"BI-Urban","Non-rice"
0.130953477,"BI-Urban","Non-rice"
0.130951411,"BI-Urban","Non-rice"
0.059745488,"BI-Urban","Non-rice"
0.104012348,"BI-Urban","Non-rice"
0.111403729,"BI-Urban","Non-rice"
0.027300945,"BI-Urban","Non-rice"
0.014173871,"BI-Urban","Non-rice"
0.173782874,"BI-Urban","Non-rice"
0.167315117,"BI-Urban","Non-rice"
0.05970568,"BI-Urban","Non-rice"
0.071005171,"BI-Urban","Non-rice"
0.069685271,"BI-Urban","Non-rice"
0.069682973,"BI-Urban","Non-rice"
0.05828693,"BI-Urban","Non-rice"
0.085055176,"BI-Urban","Non-rice"
0.061161118,"BI-Urban","Non-rice"
0.013939801,"BI-Urban","Non-rice"
-0.005087763,"BI-Urban","Non-rice"
0.082280112,"BI-Urban","Non-rice"
0.097479907,"BI-Urban","Non-rice"
0.070290931,"BI-Urban","Non-rice"
-0.023767586,"BI-Urban","Non-rice"
-0.099911084,"BI-Urban","Non-rice"
-0.074011319,"BI-Urban","Non-rice"
-0.022087692,"BI-Urban","Non-rice"
0.146603826,"BI-Urban","Non-rice"
0.146601479,"BI-Urban","Non-rice"
0.157896324,"BI-Urban","Non-rice"
0.154561454,"BI-Urban","Non-rice"
0.130778864,"BI-Urban","Non-rice"
0.116675017,"BI-Urban","Non-rice"
0.088391378,"BI-Urban","Non-rice"
0.180748662,"BI-Urban","Non-rice"
0.175569907,"BI-Urban","Non-rice"
0.098747776,"BI-Urban","Non-rice"
0.096674931,"BI-Urban","Non-rice"
0.101083766,"BI-Urban","Non-rice"
0.101081759,"BI-Urban","Non-rice"
0.038431433,"BI-Urban","Non-rice"
0.041142302,"BI-Urban","Non-rice"
0.013534324,"BI-Urban","Non-rice"
0.004770283,"BI-Urban","Non-rice"
0.075506686,"BI-Urban","Non-rice"
0.036515821,"BI-Urban","Non-rice"
0.04353939,"BI-Urban","Non-rice"
0.110482612,"BI-Urban","Non-rice"
0.055926498,"BI-Urban","Non-rice"
-0.023996681,"BI-Urban","Non-rice"
-0.007609907,"BI-Urban","Non-rice"
0.03581392,"BI-Urban","Non-rice"
0.152418445,"BI-Urban","Non-rice"
0.152416144,"BI-Urban","Non-rice"
0.134051462,"BI-Urban","Non-rice"
0.106508571,"BI-Urban","Non-rice"
0.112985,"BI-Urban","Non-rice"
0.134507755,"BI-Urban","Non-rice"
0.142919526,"BI-Urban","Non-rice"
0.125223419,"BI-Urban","Non-rice"
0.08773035,"BI-Urban","Non-rice"
0.086614884,"BI-Urban","Non-rice"
0.063552128,"BI-Urban","Non-rice"
0.063549573,"BI-Urban","Non-rice"
0.076422158,"BI-Urban","Non-rice"
0.062227598,"BI-Urban","Non-rice"
0.020551862,"BI-Urban","Non-rice"
0.033190491,"BI-Urban","Non-rice"
0.017393228,"BI-Urban","Non-rice"
0.05232286,"BI-Urban","Non-rice"
0.023115729,"BI-Urban","Non-rice"
0.055051388,"BI-Urban","Non-rice"
0.026523982,"BI-Urban","Non-rice"
0.001681795,"BI-Urban","Non-rice"
0.117923546,"BI-Urban","Non-rice"
0.113763443,"BI-Urban","Non-rice"
0.138219601,"BI-Urban","Non-rice"
0.138217301,"BI-Urban","Non-rice"
0.055541445,"BI-Urban","Non-rice"
0.034600386,"BI-Urban","Non-rice"
0.100645396,"BI-Urban","Non-rice"
0.137128771,"BI-Urban","Non-rice"
0.128359207,"BI-Urban","Non-rice"
0.07849823,"BI-Urban","Non-rice"
0.065177639,"BI-Urban","Non-rice"
0.111402799,"BI-Urban","Non-rice"
0.051188823,"BI-Urban","Non-rice"
0.051186358,"BI-Urban","Non-rice"
0.137073806,"BI-Urban","Non-rice"
0.132567649,"BI-Urban","Non-rice"
0.095198317,"BI-Urban","Non-rice"
0.136818498,"BI-Urban","Non-rice"
0.040951624,"BI-Urban","Non-rice"
0.013774153,"BI-Urban","Non-rice"
0.032421932,"BI-Urban","Non-rice"
0.074434085,"BI-Urban","Non-rice"
0.086068161,"BI-Urban","Non-rice"
0.049117936,"BI-Urban","Non-rice"
0.096365673,"BI-Urban","Non-rice"
0.132077353,"BI-Urban","Non-rice"
0.155384454,"BI-Urban","Non-rice"
0.155382198,"BI-Urban","Non-rice"
0.125689852,"BI-Urban","Non-rice"
0.003993308,"BI-Urban","Non-rice"
0.064022339,"BI-Urban","Non-rice"
0.101353677,"BI-Urban","Non-rice"
0.147748739,"BI-Urban","Non-rice"
0.060187802,"BI-Urban","Non-rice"
0.092835179,"BI-Urban","Non-rice"
0.129066888,"BI-Urban","Non-rice"
0.086492081,"BI-Urban","Non-rice"
0.067772937,"BI-Urban","Non-rice"
0.063594274,"BI-Urban","Non-rice"
0.105948224,"BI-Urban","Non-rice"
0.157315829,"BI-Urban","Non-rice"
0.100358467,"BI-Urban","Non-rice"
0.063457462,"BI-Urban","Non-rice"
0.014179204,"BI-Urban","Non-rice"
0.003399759,"BI-Urban","Non-rice"
0.068507954,"BI-Urban","Non-rice"
0.073977936,"BI-Urban","Non-rice"
0.090833775,"BI-Urban","Non-rice"
0.110545798,"BI-Urban","Non-rice"
0.134810119,"BI-Urban","Non-rice"
0.134807641,"BI-Urban","Non-rice"
0.131758959,"BI-Urban","Non-rice"
0.072833812,"BI-Urban","Non-rice"
0.076811823,"BI-Urban","Non-rice"
0.117148933,"BI-Urban","Non-rice"
0.086983702,"BI-Urban","Non-rice"
0.039670969,"BI-Urban","Non-rice"
0.126507043,"BI-Urban","Non-rice"
0.145410426,"BI-Urban","Non-rice"
0.109107856,"BI-Urban","Non-rice"
0.055278441,"BI-Urban","Non-rice"
0.098565277,"BI-Urban","Non-rice"
0.148116283,"BI-Urban","Non-rice"
0.121351922,"BI-Urban","Non-rice"
0.146230491,"BI-Urban","Non-rice"
0.088019734,"BI-Urban","Non-rice"
0.026285044,"BI-Urban","Non-rice"
-0.012110773,"BI-Urban","Non-rice"
0.03335342,"BI-Urban","Non-rice"
0.085575274,"BI-Urban","Non-rice"
0.080944039,"BI-Urban","Non-rice"
0.058002192,"BI-Urban","Non-rice"
0.058000269,"BI-Urban","Non-rice"
0.116091491,"BI-Urban","Non-rice"
0.117256211,"BI-Urban","Non-rice"
0.113353903,"BI-Urban","Non-rice"
0.100780764,"BI-Urban","Non-rice"
0.11326054,"BI-Urban","Non-rice"
0.097786335,"BI-Urban","Non-rice"
0.133984225,"BI-Urban","Non-rice"
0.15601373,"BI-Urban","Non-rice"
0.010723185,"BI-Urban","Non-rice"
0.030181963,"BI-Urban","Non-rice"
0.173514891,"BI-Urban","Non-rice"
0.09550714,"BI-Urban","Non-rice"
0.132244874,"BI-Urban","Non-rice"
0.100073183,"BI-Urban","Non-rice"
0.08949843,"BI-Urban","Non-rice"
0.076666388,"BI-Urban","Non-rice"
0.013286279,"BI-Urban","Non-rice"
-0.026708183,"BI-Urban","Non-rice"
0.016811117,"BI-Urban","Non-rice"
0.099162922,"BI-Urban","Non-rice"
0.099160446,"BI-Urban","Non-rice"
0.088476274,"BI-Urban","Non-rice"
0.080059353,"BI-Urban","Non-rice"
0.077906079,"BI-Urban","Non-rice"
0.107361225,"BI-Urban","Non-rice"
0.10822422,"BI-Urban","Non-rice"
0.126988585,"BI-Urban","Non-rice"
0.090490278,"BI-Urban","Non-rice"
0.098592791,"BI-Urban","Non-rice"
0.037276424,"BI-Urban","Non-rice"
-0.032072097,"BI-Urban","Non-rice"
0.00387863,"BI-Urban","Non-rice"
0.075287626,"BI-Urban","Non-rice"
0.106974827,"BI-Urban","Non-rice"
0.125160781,"BI-Urban","Non-rice"
0.09644419,"BI-Urban","Non-rice"
0.122572417,"BI-Urban","Non-rice"
0.104032037,"BI-Urban","Non-rice"
0.064569728,"BI-Urban","Non-rice"
0.046165827,"BI-Urban","Non-rice"
-0.013776654,"BI-Urban","Non-rice"
0.014578903,"BI-Urban","Non-rice"
0.014576717,"BI-Urban","Non-rice"
0.045215744,"BI-Urban","Non-rice"
0.041280918,"BI-Urban","Non-rice"
0.04436707,"BI-Urban","Non-rice"
0.06520226,"BI-Urban","Non-rice"
0.056524145,"BI-Urban","Non-rice"
0.044277366,"BI-Urban","Non-rice"
0.030595273,"BI-Urban","Non-rice"
0.029294188,"BI-Urban","Non-rice"
0.090450482,"BI-Urban","Non-rice"
-0.006307153,"BI-Urban","Non-rice"
0.061612197,"BI-Urban","Non-rice"
0.096693345,"BI-Urban","Non-rice"
0.115232476,"BI-Urban","Non-rice"
0.065677693,"BI-Urban","Non-rice"
0.13306147,"BI-Urban","Non-rice"
0.122590749,"BI-Urban","Non-rice"
0.112574485,"BI-Urban","Non-rice"
0.130274579,"BI-Urban","Non-rice"
0.072284769,"BI-Urban","Non-rice"
0.009005788,"BI-Urban","Non-rice"
0.009003054,"BI-Urban","Non-rice"
-0.029584073,"BI-Urban","Non-rice"
0.009191987,"BI-Urban","Non-rice"
0.033287616,"BI-Urban","Non-rice"
0.013241607,"BI-Urban","Non-rice"
0.001369774,"BI-Urban","Non-rice"
0.068679151,"BI-Urban","Non-rice"
0.108953432,"BI-Urban","Non-rice"
0.143307888,"BI-Urban","Non-rice"
0.175015425,"BI-Urban","Non-rice"
-0.004826698,"BI-Urban","Non-rice"
0.083284272,"BI-Urban","Non-rice"
0.093532072,"BI-Urban","Non-rice"
0.098694763,"BI-Urban","Non-rice"
0.110243875,"BI-Urban","Non-rice"
0.143209924,"BI-Urban","Non-rice"
0.099680974,"BI-Urban","Non-rice"
0.096162123,"BI-Urban","Non-rice"
0.038585216,"BI-Urban","Non-rice"
-0.034973241,"BI-Urban","Non-rice"
-0.034974917,"BI-Urban","Non-rice"
-0.000663,"BI-Urban","Non-rice"
-0.04442823,"BI-Urban","Non-rice"
-0.018438957,"BI-Urban","Non-rice"
0.000839,"BI-Urban","Non-rice"
0.054998113,"BI-Urban","Non-rice"
0.122363622,"BI-Urban","Non-rice"
0.145135939,"BI-Urban","Non-rice"
0.165262555,"BI-Urban","Non-rice"
0.16272865,"BI-Urban","Non-rice"
0.101927855,"BI-Urban","Non-rice"
0.087100578,"BI-Urban","Non-rice"
0.09842363,"BI-Urban","Non-rice"
0.115170978,"BI-Urban","Non-rice"
0.091351711,"BI-Urban","Non-rice"
0.097997397,"BI-Urban","Non-rice"
0.112260412,"BI-Urban","Non-rice"
0.028224408,"BI-Urban","Non-rice"
0.049770471,"BI-Urban","Non-rice"
0.019016645,"BI-Urban","Non-rice"
0.065068833,"BI-Urban","Non-rice"
0.065066428,"BI-Urban","Non-rice"
0.024011218,"BI-Urban","Non-rice"
-0.027433652,"BI-Urban","Non-rice"
0.002103309,"BI-Urban","Non-rice"
0.017103854,"BI-Urban","Non-rice"
0.071617226,"BI-Urban","Non-rice"
0.121860739,"BI-Urban","Non-rice"
0.153422972,"BI-Urban","Non-rice"
0.153193272,"BI-Urban","Non-rice"
0.045665964,"BI-Urban","Non-rice"
0.085388437,"BI-Urban","Non-rice"
0.063579645,"BI-Urban","Non-rice"
0.117800349,"BI-Urban","Non-rice"
0.075081942,"BI-Urban","Non-rice"
0.080369309,"BI-Urban","Non-rice"
-0.006786843,"BI-Urban","Non-rice"
0.00486743,"BI-Urban","Non-rice"
0.024451317,"BI-Urban","Non-rice"
0.057060465,"BI-Urban","Non-rice"
0.057058254,"BI-Urban","Non-rice"
0.016782549,"BI-Urban","Non-rice"
-0.025890338,"BI-Urban","Non-rice"
-0.054960663,"BI-Urban","Non-rice"
-0.017129327,"BI-Urban","Non-rice"
0.033168857,"BI-Urban","Non-rice"
0.115821845,"BI-Urban","Non-rice"
0.11660594,"BI-Urban","Non-rice"
0.098094944,"BI-Urban","Non-rice"
0.049841019,"BI-Urban","Non-rice"
0.057462126,"BI-Urban","Non-rice"
0.129708074,"BI-Urban","Non-rice"
0.076752793,"BI-Urban","Non-rice"
0.041379923,"BI-Urban","Non-rice"
0.067281538,"BI-Urban","Non-rice"
0.067279423,"BI-Urban","Non-rice"
0.084437404,"BI-Urban","Non-rice"
0.034191952,"BI-Urban","Non-rice"
0.102528924,"BI-Urban","Non-rice"
0.050126505,"BI-Urban","Non-rice"
0.085299757,"BI-Urban","Non-rice"
0.028761123,"BI-Urban","Non-rice"
0.019564837,"BI-Urban","Non-rice"
0.115675802,"BI-Urban","Non-rice"
0.061813114,"BI-Urban","Non-rice"
-0.017198498,"BI-Urban","Non-rice"
0.035857264,"BI-Urban","Non-rice"
0.114869747,"BI-Urban","Non-rice"
-0.086766768,"BI-Urban","Non-rice"
-0.003666139,"BI-Urban","Non-rice"
0.057929367,"BI-Urban","Non-rice"
0.075783182,"BI-Urban","Non-rice"
0.123890678,"BI-Urban","Non-rice"
0.124798089,"BI-Urban","Non-rice"
0.155428002,"BI-Urban","Non-rice"
0.12229485,"BI-Urban","Non-rice"
0.050359992,"BI-Urban","Non-rice"
0.027411459,"BI-Urban","Non-rice"
0.104927808,"BI-Urban","Non-rice"
0.150454769,"BI-Urban","Non-rice"
0.150452305,"BI-Urban","Non-rice"
0.171306585,"BI-Urban","Non-rice"
-0.062677782,"BI-Urban","Non-rice"
-0.004591598,"BI-Urban","Non-rice"
0.055538275,"BI-Urban","Non-rice"
0.037219556,"BI-Urban","Non-rice"
0.015609035,"BI-Urban","Non-rice"
0.055798806,"BI-Urban","Non-rice"
-9.43e-05,"BI-Urban","Non-rice"
0.035680172,"BI-Urban","Non-rice"
0.080698303,"BI-Urban","Non-rice"
0.142994054,"BI-Urban","Non-rice"
0.152586197,"BI-Urban","Non-rice"
0.152584121,"BI-Urban","Non-rice"
0.155565303,"BI-Urban","Non-rice"
0.140022483,"BI-Urban","Non-rice"
0.154969473,"BI-Urban","Non-rice"
0.084402834,"BI-Urban","Non-rice"
0.015790221,"BI-Urban","Non-rice"
-0.006131859,"BI-Urban","Non-rice"
-0.017296485,"BI-Urban","Non-rice"
-0.028235615,"BI-Urban","Non-rice"
-0.003782561,"BI-Urban","Non-rice"
-0.056496921,"BI-Urban","Non-rice"
0.062257,"BI-Urban","Non-rice"
0.138777357,"BI-Urban","Non-rice"
0.129380243,"BI-Urban","Non-rice"
0.113894897,"BI-Urban","Non-rice"
0.113892718,"BI-Urban","Non-rice"
0.102253601,"BI-Urban","Non-rice"
0.155780613,"BI-Urban","Non-rice"
0.15778749,"BI-Urban","Non-rice"
0.148415307,"BI-Urban","Non-rice"
0.116632725,"BI-Urban","Non-rice"
0.146413281,"BI-Urban","Non-rice"
0.026432118,"BI-Urban","Non-rice"
-0.016433843,"BI-Urban","Non-rice"
-0.008022089,"BI-Urban","Non-rice"
-0.03530765,"BI-Urban","Non-rice"
-0.025469476,"BI-Urban","Non-rice"
-0.035014755,"BI-Urban","Non-rice"
0.004938726,"BI-Urban","Non-rice"
0.040629206,"BI-Urban","Non-rice"
0.058988198,"BI-Urban","Non-rice"
0.113170881,"BI-Urban","Non-rice"
0.113168147,"BI-Urban","Non-rice"
0.083828835,"BI-Urban","Non-rice"
0.102923585,"BI-Urban","Non-rice"
0.130258627,"BI-Urban","Non-rice"
0.135380522,"BI-Urban","Non-rice"
0.093735541,"BI-Urban","Non-rice"
0.105017094,"BI-Urban","Non-rice"
0.10086446,"BI-Urban","Non-rice"
0.094311811,"BI-Urban","Non-rice"
0.001124874,"BI-Urban","Non-rice"
0.004958231,"BI-Urban","Non-rice"
0.016728488,"BI-Urban","Non-rice"
-0.019002908,"BI-Urban","Non-rice"
0.011051744,"BI-Urban","Non-rice"
0.05370292,"BI-Urban","Non-rice"
0.046201914,"BI-Urban","Non-rice"
0.014754672,"BI-Urban","Non-rice"
0.00225098,"BI-Urban","Non-rice"
0.00695119,"BI-Urban","Non-rice"
0.006949155,"BI-Urban","Non-rice"
-0.020408992,"BI-Urban","Non-rice"
7.43e-05,"BI-Urban","Non-rice"
0.036263992,"BI-Urban","Non-rice"
0.095503827,"BI-Urban","Non-rice"
0.10993038,"BI-Urban","Non-rice"
0.070584395,"BI-Urban","Non-rice"
0.130385006,"BI-Urban","Non-rice"
0.125797,"BI-Urban","Non-rice"
0.134109933,"BI-Urban","Non-rice"
0.069461636,"BI-Urban","Non-rice"
-0.019091404,"BI-Urban","Non-rice"
0.04160099,"BI-Urban","Non-rice"
0.064744332,"BI-Urban","Non-rice"
0.059890942,"BI-Urban","Non-rice"
0.054591996,"BI-Urban","Non-rice"
0.100404361,"BI-Urban","Non-rice"
0.119959118,"BI-Urban","Non-rice"
0.070303361,"BI-Urban","Non-rice"
0.042438447,"BI-Urban","Non-rice"
0.058751209,"BI-Urban","Non-rice"
0.058749129,"BI-Urban","Non-rice"
0.04179635,"BI-Urban","Non-rice"
0.014388814,"BI-Urban","Non-rice"
-0.01459617,"BI-Urban","Non-rice"
0.024411686,"BI-Urban","Non-rice"
0.100667393,"BI-Urban","Non-rice"
0.101421925,"BI-Urban","Non-rice"
0.132615202,"BI-Urban","Non-rice"
0.133290937,"BI-Urban","Non-rice"
0.145262823,"BI-Urban","Non-rice"
0.140806306,"BI-Urban","Non-rice"
0.101203435,"BI-Urban","Non-rice"
-0.001604582,"BI-Urban","Non-rice"
0.06951931,"BI-Urban","Non-rice"
0.080640297,"BI-Urban","Non-rice"
0.039448125,"BI-Urban","Non-rice"
0.035479587,"BI-Urban","Non-rice"
0.088348763,"BI-Urban","Non-rice"
0.082741222,"BI-Urban","Non-rice"
0.034640367,"BI-Urban","Non-rice"
0.044335758,"BI-Urban","Non-rice"
0.100487823,"BI-Urban","Non-rice"
0.100485994,"BI-Urban","Non-rice"
0.103691775,"BI-Urban","Non-rice"
0.099297651,"BI-Urban","Non-rice"
0.002950908,"BI-Urban","Non-rice"
0.060734,"BI-Urban","Non-rice"
0.061865312,"BI-Urban","Non-rice"
0.057334874,"BI-Urban","Non-rice"
0.076046969,"BI-Urban","Non-rice"
0.113650838,"BI-Urban","Non-rice"
0.075811092,"BI-Urban","Non-rice"
0.114759061,"BI-Urban","Non-rice"
0.024162861,"BI-Urban","Non-rice"
-0.037719908,"BI-Urban","Non-rice"
0.058255372,"BI-Urban","Non-rice"
0.0693572,"BI-Urban","Non-rice"
0.138469148,"BI-Urban","Non-rice"
0.15828091,"BI-Urban","Non-rice"
0.111693712,"BI-Urban","Non-rice"
0.02922562,"BI-Urban","Non-rice"
0.104286811,"BI-Urban","Non-rice"
0.059628626,"BI-Urban","Non-rice"
0.040032489,"BI-Urban","Non-rice"
0.01573766,"BI-Urban","Non-rice"
0.0516093,"BI-Urban","Non-rice"
0.035917952,"BI-Urban","Non-rice"
0.028919588,"BI-Urban","Non-rice"
0.136535413,"BI-Urban","Non-rice"
0.125103856,"BI-Urban","Non-rice"
0.125101806,"BI-Urban","Non-rice"
0.081648399,"BI-Urban","Non-rice"
0.057829324,"BI-Urban","Non-rice"
0.080173662,"BI-Urban","Non-rice"
0.112943271,"BI-Urban","Non-rice"
0.096542714,"BI-Urban","Non-rice"
0.06897491,"BI-Urban","Non-rice"
0.101811602,"BI-Urban","Non-rice"
0.111723396,"BI-Urban","Non-rice"
0.103275126,"BI-Urban","Non-rice"
0.103272575,"BI-Urban","Non-rice"
0.089939671,"BI-Urban","Non-rice"
0.078956579,"BI-Urban","Non-rice"
0.023259335,"BI-Urban","Non-rice"
-0.018202634,"BI-Urban","Non-rice"
-0.030252138,"BI-Urban","Non-rice"
0.015012286,"BI-Urban","Non-rice"
0.124446856,"BI-Urban","Non-rice"
0.092055592,"BI-Urban","Non-rice"
0.090127976,"BI-Urban","Non-rice"
0.079620287,"BI-Urban","Non-rice"
0.030158965,"BI-Urban","Non-rice"
0.014347451,"BI-Urban","Non-rice"
0.089715529,"BI-Urban","Non-rice"
0.089713169,"BI-Urban","Non-rice"
0.115717209,"BI-Urban","Non-rice"
0.142913213,"BI-Urban","Non-rice"
0.148136406,"BI-Urban","Non-rice"
0.117013005,"BI-Urban","Non-rice"
0.05237485,"BI-Urban","Non-rice"
0.114084859,"BI-Urban","Non-rice"
0.090615124,"BI-Urban","Non-rice"
0.11483634,"BI-Urban","Non-rice"
0.093187815,"BI-Urban","Non-rice"
0.091711959,"BI-Urban","Non-rice"
0.056931378,"BI-Urban","Non-rice"
0.107036588,"BI-Urban","Non-rice"
0.116788881,"BI-Urban","Non-rice"
0.094249777,"BI-Urban","Non-rice"
0.108952542,"BI-Urban","Non-rice"
0.081492261,"BI-Urban","Non-rice"
0.049674548,"BI-Urban","Non-rice"
0.082447261,"BI-Urban","Non-rice"
0.082444411,"BI-Urban","Non-rice"
0.09757659,"BI-Urban","Non-rice"
0.103958637,"BI-Urban","Non-rice"
0.085003373,"BI-Urban","Non-rice"
0.082202206,"BI-Urban","Non-rice"
0.056201574,"BI-Urban","Non-rice"
0.078596029,"BI-Urban","Non-rice"
0.119867217,"BI-Urban","Non-rice"
0.127481112,"BI-Urban","Non-rice"
0.053931182,"BI-Urban","Non-rice"
0.090277736,"BI-Urban","Non-rice"
0.090021607,"BI-Urban","Non-rice"
0.062002859,"BI-Urban","Non-rice"
0.052517267,"BI-Urban","Non-rice"
0.036495148,"BI-Urban","Non-rice"
0.036492724,"BI-Urban","Non-rice"
0.004315897,"BI-Urban","Non-rice"
0.026426146,"BI-Urban","Non-rice"
0.036374006,"BI-Urban","Non-rice"
0.050294772,"BI-Urban","Non-rice"
0.101012196,"BI-Urban","Non-rice"
0.064658806,"BI-Urban","Non-rice"
0.077261651,"BI-Urban","Non-rice"
0.053621162,"BI-Urban","Non-rice"
0.082271952,"BI-Urban","Non-rice"
0.082147989,"BI-Urban","Non-rice"
0.10033753,"BI-Urban","Non-rice"
0.121965498,"BI-Urban","Non-rice"
0.126836242,"BI-Urban","Non-rice"
0.126833746,"BI-Urban","Non-rice"
0.084732445,"BI-Urban","Non-rice"
0.086257731,"BI-Urban","Non-rice"
0.042363893,"BI-Urban","Non-rice"
0.013997979,"BI-Urban","Non-rice"
-0.026118812,"BI-Urban","Non-rice"
-0.021381258,"BI-Urban","Non-rice"
0.10798991,"BI-Urban","Non-rice"
0.012068661,"BI-Urban","Non-rice"
0.071845221,"BI-Urban","Non-rice"
0.076425806,"BI-Urban","Non-rice"
0.057885885,"BI-Urban","Non-rice"
0.027389861,"BI-Urban","Non-rice"
0.120580693,"BI-Urban","Non-rice"
0.093128856,"BI-Urban","Non-rice"
0.093126522,"BI-Urban","Non-rice"
0.119064102,"BI-Urban","Non-rice"
0.138630512,"BI-Urban","Non-rice"
0.081166913,"BI-Urban","Non-rice"
0.077867316,"BI-Urban","Non-rice"
0.111325199,"BI-Urban","Non-rice"
0.107476952,"BI-Urban","Non-rice"
0.092189323,"BI-Urban","Non-rice"
0.092616475,"BI-Urban","Non-rice"
0.092189847,"BI-Urban","Non-rice"
0.045948513,"BI-Urban","Non-rice"
0.078638472,"BI-Urban","Non-rice"
0.11178933,"BI-Urban","Non-rice"
0.042969032,"BI-Urban","Non-rice"
0.059888442,"BI-Urban","Non-rice"
0.069330038,"BI-Urban","Non-rice"
0.059144158,"BI-Urban","Non-rice"
0.11266784,"BI-Urban","Non-rice"
0.076874579,"BI-Urban","Non-rice"
0.076871691,"BI-Urban","Non-rice"
0.086442257,"BI-Urban","Non-rice"
0.07757497,"BI-Urban","Non-rice"
0.108330105,"BI-Urban","Non-rice"
0.050219425,"BI-Urban","Non-rice"
0.084274965,"BI-Urban","Non-rice"
0.139257617,"BI-Urban","Non-rice"
0.154066331,"BI-Urban","Non-rice"
0.1473732,"BI-Urban","Non-rice"
0.120117764,"BI-Urban","Non-rice"
0.081156699,"BI-Urban","Non-rice"
0.047585949,"BI-Urban","Non-rice"
0.026010736,"BI-Urban","Non-rice"
0.025916175,"BI-Urban","Non-rice"
0.025913431,"BI-Urban","Non-rice"
0.005231822,"BI-Urban","Non-rice"
-0.012584464,"BI-Urban","Non-rice"
0.006492947,"BI-Urban","Non-rice"
0.080191162,"BI-Urban","Non-rice"
0.090826818,"BI-Urban","Non-rice"
0.075369928,"BI-Urban","Non-rice"
0.103178728,"BI-Urban","Non-rice"
0.10090815,"BI-Urban","Non-rice"
0.081070697,"BI-Urban","Non-rice"
0.064804666,"BI-Urban","Non-rice"
0.067687343,"BI-Urban","Non-rice"
0.121888242,"BI-Urban","Non-rice"
0.120126889,"BI-Urban","Non-rice"
0.120124617,"BI-Urban","Non-rice"
0.088117606,"BI-Urban","Non-rice"
0.086257255,"BI-Urban","Non-rice"
0.069535197,"BI-Urban","Non-rice"
-0.016521668,"BI-Urban","Non-rice"
0.009621165,"BI-Urban","Non-rice"
0.092539679,"BI-Urban","Non-rice"
0.096990919,"BI-Urban","Non-rice"
0.054334328,"BI-Urban","Non-rice"
0.080326774,"BI-Urban","Non-rice"
0.09791915,"BI-Urban","Non-rice"
0.003708527,"BI-Urban","Non-rice"
0.044958671,"BI-Urban","Non-rice"
0.094228992,"BI-Urban","Non-rice"
0.10585076,"BI-Urban","Non-rice"
0.106322742,"BI-Urban","Non-rice"
0.121859314,"BI-Urban","Non-rice"
0.093966052,"BI-Urban","Non-rice"
0.093886592,"BI-Urban","Non-rice"
0.110944113,"BI-Urban","Non-rice"
0.121409259,"BI-Urban","Non-rice"
0.075457835,"BI-Urban","Non-rice"
0.069995352,"BI-Urban","Non-rice"
0.116776058,"BI-Urban","Non-rice"
0.047508327,"BI-Urban","Non-rice"
0.044588152,"BI-Urban","Non-rice"
0.045741164,"BI-Urban","Non-rice"
0.04085105,"BI-Urban","Non-rice"
0.070687922,"BI-Urban","Non-rice"
0.085827298,"BI-Urban","Non-rice"
0.08582442,"BI-Urban","Non-rice"
0.071603619,"BI-Urban","Non-rice"
0.089887719,"BI-Urban","Non-rice"
0.100416417,"BI-Urban","Non-rice"
0.111477326,"BI-Urban","Non-rice"
0.127332436,"BI-Urban","Non-rice"
0.170619014,"BI-Urban","Non-rice"
0.131983541,"BI-Urban","Non-rice"
0.105127081,"BI-Urban","Non-rice"
0.075795006,"BI-Urban","Non-rice"
0.064479289,"BI-Urban","Non-rice"
0.024833985,"BI-Urban","Non-rice"
0.0023184,"BI-Urban","Non-rice"
0.0130994,"BI-Urban","Non-rice"
0.013096656,"BI-Urban","Non-rice"
-0.022526723,"BI-Urban","Non-rice"
-0.08499065,"BI-Urban","Non-rice"
-0.006361185,"BI-Urban","Non-rice"
0.062737537,"BI-Urban","Non-rice"
0.115894214,"BI-Urban","Non-rice"
0.103847445,"BI-Urban","Non-rice"
0.084604949,"BI-Urban","Non-rice"
0.118441444,"BI-Urban","Non-rice"
0.102629348,"BI-Urban","Non-rice"
0.065986638,"BI-Urban","Non-rice"
0.072669917,"BI-Urban","Non-rice"
0.094556274,"BI-Urban","Non-rice"
0.096292251,"BI-Urban","Non-rice"
0.083535708,"BI-Urban","Non-rice"
0.088117077,"BI-Urban","Non-rice"
0.094891764,"BI-Urban","Non-rice"
0.112922148,"BI-Urban","Non-rice"
0.054376516,"BI-Urban","Non-rice"
0.100144365,"BI-Urban","Non-rice"
0.072653004,"BI-Urban","Non-rice"
0.107077357,"BI-Urban","Non-rice"
0.092568187,"BI-Urban","Non-rice"
0.07213163,"BI-Urban","Non-rice"
0.107578482,"BI-Urban","Non-rice"
0.096832984,"BI-Urban","Non-rice"
0.098856417,"BI-Urban","Non-rice"
0.080319066,"BI-Urban","Non-rice"
0.074795297,"BI-Urban","Non-rice"
0.095722882,"BI-Urban","Non-rice"
0.091765106,"BI-Urban","Non-rice"
0.151108572,"BI-Urban","Non-rice"
0.102048059,"BI-Urban","Non-rice"
0.07125515,"BI-Urban","Non-rice"
0.106287605,"BI-Urban","Non-rice"
0.065592804,"BI-Urban","Non-rice"
0.038781859,"BI-Urban","Non-rice"
0.041177415,"BI-Urban","Non-rice"
0.040535199,"BI-Urban","Non-rice"
